序号,代码,名称
"935","T001700884","制何首乌"
"936","T001700885","炙红芪"
"937","T001700886","炙黄芪"
"938","T001700894","炙巫山淫羊藿"
"939","T001700896","炙淫羊藿"
"940","T001700903","竹节参"
"941","T001700912","珠子参"
"942","T001700914","紫河车"
"943","T001700939","当归尾"
"944","T001700972","黑种草子"
"945","T001701089","紫梢花"
"946","T001701395","手参"
"947","T001701428","狗鞭"
"948","T001701662","焦白术"
"949","T001701823","黄明胶"
"950","T001702306","蓝花参"
"951","T001702780","鹿骨胶"
"952","T001703218","发酵虫草菌粉(Cs-4)"
"953","T001703232","树舌"
"954","T001703248","附子"
"955","T001703660","苜蓿子"
"956","T001703662","鹰嘴豆"
"957","T001703667","中亚白及"
"958","T001705999","红豆杉"
"959","T001707012","蒸黄精"
"960","T001707214","炒菟丝子"
"961","T001707239","五指毛桃"
"962","T001707644","新阿胶"
"963","T001707645","海龙胶"
"964","T001800117","赤石脂"
"965","T001800137","刺猬皮"
"966","T001800151","醋南五味子"
"967","T001800157","醋五味子"
"968","T001800209","煅赤石脂"
"969","T001800215","煅牡蛎"
"970","T001800221","煅禹余粮"
"971","T001800254","分心木"
"972","T001800260","麸炒芡实"
"973","T001800269","覆盆子"
"974","T001800274","麸煨肉豆蔻"
"975","T001800275","浮小麦"
"976","T001800328","海螵蛸"
"977","T001800344","诃子"
"978","T001800345","诃子肉"
"979","T001800352","红芪"
"980","T001800432","金樱子肉"
"981","T001800457","酒萸肉"
"982","T001800470","榼藤子"
"983","T001800492","莲须"
"984","T001800493","莲子"
"985","T001800534","麻黄根"
"986","T001800569","蜜罂粟壳"
"987","T001800591","南五味子"
"988","T001800598","糯稻根"
"989","T001800622","芡实"
"990","T001800646","肉豆蔻"
"991","T001800653","桑螵蛸"
"992","T001800670","山萸肉"
"993","T001800703","石榴皮"
"994","T001800704","石榴皮炭"
"995","T001800759","五倍子"
"996","T001800764","乌梅"
"997","T001800765","乌梅肉"
"998","T001800766","乌梅炭"
"999","T001800772","五味子"
"1000","T001800837","盐益智仁"
"1001","T001800847","罂粟壳"
"1002","T001800854","益智仁"
"1003","T001800862","禹粮石"
"1004","T001800866","禹余粮"
"1005","T001801068","蜜金樱子"
"1006","T001802713","岩白菜"
"1007","T001803165","山茱萸"
"1008","T001900068","常山"
"1009","T001900079","炒常山"
"1010","T001900171","胆矾"
"1011","T001900732","甜瓜蒂"
"1012","T001901227","荠菜"
"1013","T002000010","白矾"
"1014","T002000148","醋狼毒"
"1015","T002000222","煅皂矾"
"1016","T002000247","蜂房"
"1017","T002000502","硫黄"
"1018","T002000567","密佗僧"
"1019","T002000573","木鳖子"
"1020","T002000674","蛇床子"
"1021","T002000684","生狼毒"
"1022","T002000748","土荆皮"
"1023","T002000801","雄黄粉"
"1024","T002000870","皂矾"
"1025","T002000871","皂角刺"
"1026","T002000889","制硫黄"
"1027","T002001082","芜荑"
"1028","T002001479","大蒜"
"1029","T002001499","南瓜子"
"1030","T002100214","煅炉甘石"
"1031","T002100250","蜂蜡"
"1032","T002100348","红粉"
"1033","T002100473","枯矾"
"1034","T002100513","炉甘石"
"1035","T002100545","猫爪草"
"1036","T002100578","木芙蓉叶"
"1037","T002100625","轻粉"
"1038","T002100718","松香"
"1039","T002100745","土贝母"
"1040","T002101457","密陀僧"
"1041","T009900929","各种动物脏器（鸡内金除外）和胎、鞭、尾、筋、骨"
"1042","T009902680","虫白蜡"
"1043","T009902784","颠茄草"
"1044","T110101103","白芷粉"
"1045","T110101653","菊花炭"
"1046","T110101870","蜜升麻"
"1047","T110102473","薄荷脑"
"1048","T110102474","生麻黄绒"
"1049","T110102526","大夫叶"
"1050","T110102599","竹叶柴胡"
"1051","T110102898","鲜藿香"
"1052","T110102911","薄荷油"
"1053","T110102912","薄荷梗"
"1054","T110102947","防风炭"
"1055","T110103114","桂枝尖"
"1056","T110104600","桂枝木"
"1057","T110105006","鲜薄荷"
"1058","T110105088","芸香草"
"1059","T110105428","炒桂枝"
"1060","T110105790","鳖血柴胡"
"1061","T110105793","樱桃核"
"1062","T110107586","京制大豆黄卷"
"1063","T110107588","京制淡豆豉"
"1064","T110200930","石上柏"
"1065","T110200931","白花蛇舌草"
"1066","T110200938","望江南"
"1067","T110200946","叶下珠"
"1068","T110200962","海金沙草"
"1069","T110200974","黄连粉"
"1070","T110201044","紫草茸"
"1071","T110201051","石花"
"1072","T110201056","马槟榔"
"1073","T110201058","铁苋菜"
"1074","T110201062","酒黄柏"
"1075","T110201090","生石蟹"
"1076","T110201153","炒五谷虫"
"1077","T110201162","硼砂"
"1078","T110201179","金雀花"
"1079","T110201182","金莲花"
"1080","T110201184","蔷薇花"
"1081","T110201210","蛇莓"
"1082","T110201223","葎草"
"1083","T110201229","雪见草"
"1084","T110201248","胡桐泪"
"1085","T110201257","羊乳"
"1086","T110201258","绿豆衣"
"1087","T110201259","绿豆"
"1088","T110201260","绞股蓝"
"1089","T110201297","犀角"
"1090","T110201347","桦树皮"
"1091","T110201385","芙蓉花"
"1092","T110201387","川槿皮"
"1093","T110201403","广角"
"1094","T110201405","木棉皮"
"1095","T110201482","夜明砂"
"1096","T110201483","墓头回"
"1097","T110201494","秋石"
"1098","T110201544","光明子"
"1099","T110201552","生银精石"
"1100","T110201563","鬼针草"
"1101","T110201565","马蔺子"
"1102","T110201566","马尾连"
"1103","T110201587","苦丁茶"
"1104","T110201621","三七花"
"1105","T110201661","杨枸花"
"1106","T110201686","木槿花"
"1107","T110201796","青茶"
"1108","T110201818","笔管草"
"1109","T110201835","鲜荷叶"
"1110","T110201882","问荆"
"1111","T110201963","藤梨根"
"1112","T110201967","狗舌草"
"1113","T110201979","煅硼砂"
"1114","T110202080","牡丹皮炭"
"1115","T110202245","桉叶"
"1116","T110202307","金丝茅"
"1117","T110202343","蜀葵花"
"1118","T110202353","红药子"
"1119","T110202395","水牛角浓缩粉"
"1120","T110202454","青龙衣"
"1121","T110202487","锦地罗"
"1122","T110202511","黄芩叶"
"1123","T110202514","苦竹叶"
"1124","T110202516","糠谷老"
"1125","T110202529","黄柏粉"
"1126","T110202530","黄杨脑"
"1127","T110202531","马蔺花"
"1128","T110202532","青蒿梗"
"1129","T110202535","金丝草"
"1130","T110202536","金丝木鳖子"
"1131","T110202543","酒知母"
"1132","T110202548","象牙块"
"1133","T110202561","蜗牛"
"1134","T110202563","蚵蚾虫"
"1135","T110202571","葡萄干"
"1136","T110202585","胡桐碱"
"1137","T110202600","穿肠草"
"1138","T110202621","玉簪花"
"1139","T110202622","狼把草"
"1140","T110202631","煅蜗牛"
"1141","T110202636","煅浮海石"
"1142","T110202638","煅寒水石"
"1143","T110202679","歪头菜"
"1144","T110202696","栀子花"
"1145","T110202697","柳芽"
"1146","T110202698","柳树叶"
"1147","T110202699","柳枝"
"1148","T110202702","普洱茶"
"1149","T110202716","山扁豆"
"1150","T110202789","相思子"
"1151","T110202800","鲜生地"
"1152","T110202920","北败酱(北败酱草)"
"1153","T110203090","砂仁壳"
"1154","T110203094","生菜子"
"1155","T110203099","煅石蟹"
"1156","T110203131","一枝蒿"
"1157","T110203366","楮桃叶(构树叶)"
"1158","T110203711","龙葵果"
"1159","T110204130","采云曲"
"1160","T110204200","茼麻子(冬葵子)"
"1161","T110204209","栀子皮"
"1162","T110204213","生栀仁"
"1163","T110204569","水杨梅"
"1164","T110204571","煅壁钱"
"1165","T110204573","壁钱"
"1166","T110204579","鹿茸草"
"1167","T110204584","鳖血青蒿"
"1168","T110204589","鳖血银柴胡"
"1169","T110204593","银花叶"
"1170","T110204596","野料豆"
"1171","T110204684","金花茶"
"1172","T110205002","龙胆炭"
"1173","T110205120","松萝茶"
"1174","T110205217","木槿皮"
"1175","T110205580","贯众"
"1176","T110205787","广角粉"
"1177","T110205788","犀角粉"
"1178","T110205795","壁钱茧"
"1179","T110206176","六一散"
"1180","T110207365","北豆根段"
"1181","T110207370","蔓荆子炭"
"1182","T110207371","白头翁片"
"1183","T110207608","酒黄芩片"
"1184","T110207609","枸骨叶丝"
"1185","T110301032","飞燕草"
"1186","T110301061","醋红大戟"
"1187","T110301275","皂角子"
"1188","T110301475","大黄粉"
"1189","T110301638","醋大黄"
"1190","T110302393","硝石"
"1191","T110302837","黄芫花"
"1192","T110302839","麻油"
"1193","T110303104","炒黑牵牛子"
"1194","T110303105","炒白牵牛子"
"1195","T110307591","京制芒硝"
"1196","T110400944","宽筋藤"
"1197","T110400947","千斤拔"
"1198","T110400986","铁丝威灵仙"
"1199","T110401164","海桐皮(樗叶花椒、朵椒)"
"1200","T110401269","醋猴骨"
"1201","T110401424","生豹骨"
"1202","T110401426","虎骨"
"1203","T110401539","六轴子"
"1204","T110401580","蚕蛹"
"1205","T110401682","樟木"
"1206","T110401742","闹羊花根"
"1207","T110401964","狗骨"
"1208","T110401983","炒苍术"
"1209","T110402326","铁线透骨草"
"1210","T110402770","丝瓜"
"1211","T110402841","雕头"
"1212","T110402909","虎骨胶"
"1213","T110402910","虎牙"
"1214","T110403000","制豹骨"
"1215","T110403112","棉花子"
"1216","T110403190","广防己"
"1217","T110403313","两头尖"
"1218","T110403466","猴骨"
"1219","T110403891","青枫藤"
"1220","T110404211","制虎骨"
"1221","T110404574","熊掌"
"1222","T110404578","石楠藤"
"1223","T110404581","木腰子"
"1224","T110404594","柞木枝"
"1225","T110404595","牛扁"
"1226","T110404597","兔儿伞"
"1227","T110404599","桑叶络"
"1228","T110405008","醋两头尖"
"1229","T110406101","酒威灵仙"
"1230","T110407193","蚕蛹霜"
"1231","T110407367","酒铁丝威灵仙"
"1232","T110407585","京制制草乌"
"1233","T110407594","京制制川乌"
"1234","T110500064","炒草果仁"
"1235","T110501003","草果"
"1236","T110501057","零陵香"
"1237","T110501404","广藿香梗"
"1238","T110502951","豆蔻仁"
"1239","T110502980","藿香梗"
"1240","T110503089","砂米"
"1241","T110504998","鲜佩兰"
"1242","T110505007","广藿香叶"
"1243","T110601046","糖芥"
"1244","T110601073","萱草根"
"1245","T110601139","炒薏苡仁"
"1246","T110601236","苦石莲"
"1247","T110601241","椒目"
"1248","T110601285","白扁豆皮"
"1249","T110601327","泽漆"
"1250","T110601335","毛茛"
"1251","T110601488","仙人头"
"1252","T110601538","关木通"
"1253","T110601568","香排草"
"1254","T110601578","赤茯苓"
"1255","T110601632","香铃子"
"1256","T110601644","蟋蟀"
"1257","T110601837","鱼脑石(鱼枕骨、鱼首石)"
"1258","T110601877","赶黄草"
"1259","T110601957","甜叶菊叶"
"1260","T110602026","朱茯苓"
"1261","T110602072","冬葵子"
"1262","T110602510","铃兰"
"1263","T110602523","水葱"
"1264","T110602564","藤萝子"
"1265","T110602595","米青娘子"
"1266","T110602639","焦薏苡仁"
"1267","T110602683","肾精子"
"1268","T110602730","夏至草"
"1269","T110602733","土薏苡仁"
"1270","T110603266","蛤蟆草"
"1271","T110604210","抽葫芦"
"1272","T110604588","蝈蝈"
"1273","T110605123","辣蓼"
"1274","T110607603","绵萆薢丝"
"1275","T110701010","肉桂粉"
"1276","T110701108","白胡椒粉"
"1277","T110701251","玉果花"
"1278","T110701252","肉桂子"
"1279","T110702517","粳米"
"1280","T110702618","川附片"
"1281","T110702842","陈仓米"
"1282","T110702843","闽姜"
"1283","T110702872","官桂"
"1284","T110703123","地椒"
"1285","T110704566","秫米"
"1286","T110704999","桂皮"
"1287","T110705121","炒白扁豆仁"
"1288","T110705215","盐葫芦巴"
"1289","T110705218","煨肉豆蔻"
"1290","T110707592","京制炒栀子"
"1291","T110801081","芸薹子"
"1292","T110801337","橘叶"
"1293","T110801573","金雀根"
"1294","T110801585","茉莉花"
"1295","T110801631","香附炭"
"1296","T110802008","沉香曲"
"1297","T110802399","木香粉"
"1298","T110802508","青螺壳"
"1299","T110802573","莱菔缨"
"1300","T110802588","羊嚼子"
"1301","T110802590","红梅花"
"1302","T110802601","砂烫枳实"
"1303","T110802612","盐化橘红"
"1304","T110802759","兰花子"
"1305","T110802996","米泔水制苍术"
"1306","T110803072","砂仁米"
"1307","T110803110","檀香镑"
"1308","T110803111","橘白"
"1309","T110803120","寒食"
"1310","T110803121","壳砂"
"1311","T110803193","山奈"
"1312","T110803848","醋青皮炭"
"1313","T110804568","焦枳壳"
"1314","T110804583","广陈皮"
"1315","T110805117","沉香粉"
"1316","T110805794","法制陈皮"
"1317","T110901379","枣槟榔"
"1318","T110901541","焦神曲"
"1319","T110901625","红曲"
"1320","T110901627","六神曲"
"1321","T110901643","豆蔻皮"
"1322","T110901663","焦建神曲"
"1323","T110901674","炒建神曲"
"1324","T110901676","炒神曲"
"1325","T110902060","南山楂"
"1326","T110902518","白丁香"
"1327","T110903279","麸炒神曲(麸神曲)"
"1328","T110904214","南山楂肉"
"1329","T110904215","南山楂炭"
"1330","T110904592","红谷子"
"1331","T110907590","京制炒槟榔"
"1332","T110907606","京制焦槟榔"
"1333","T111001082","芜荑"
"1334","T111001499","南瓜子"
"1335","T111002485","雷丸粉"
"1336","T111002677","洋苦果"
"1337","T111101078","莲花"
"1338","T111101111","白及粉"
"1339","T111101114","生地黄炭(地黄炭)"
"1340","T111101123","熟地黄炭"
"1341","T111101214","蚕茧"
"1342","T111101220","蒲葵子"
"1343","T111101227","荠菜"
"1344","T111101233","茅针花"
"1345","T111101235","茄子把"
"1346","T111101240","花生仁衣"
"1347","T111101262","红旱莲"
"1348","T111101278","茄根(白茄根)"
"1349","T111101310","煅银精石"
"1350","T111101345","棕板炭"
"1351","T111101354","栀子炭"
"1352","T111101418","山茶花"
"1353","T111101530","凤眼草"
"1354","T111101548","仙桃草"
"1355","T111101603","柿叶"
"1356","T111101615","土大黄"
"1357","T111101628","黄芩炭"
"1358","T111101633","陈皮炭"
"1359","T111101654","生莲房"
"1360","T111101656","艾绒"
"1361","T111101657","艾叶炭"
"1362","T111101669","炒蒲黄"
"1363","T111101673","炒槐米"
"1364","T111101683","槐角炭"
"1365","T111102082","三七"
"1366","T111102319","香墨"
"1367","T111102489","铁树叶"
"1368","T111102682","蚕茧炭"
"1369","T111102692","升麻炭"
"1370","T111102840","鸡冠花子"
"1371","T111102938","鲜茅根"
"1372","T111103773","水三七"
"1373","T111104558","象皮粉"
"1374","T111104575","人指甲"
"1375","T111104576","棕板"
"1376","T111104586","榆树枝"
"1377","T111104587","苦杏仁皮"
"1378","T111104598","槐蘑"
"1379","T111105119","蛤粉人指甲"
"1380","T111105214","金银花炭"
"1381","T111105792","贯众炭"
"1382","T111107583","京制焦栀子"
"1383","T111200950","黑老虎"
"1384","T111201081","芸苔子"
"1385","T111201086","红娘子"
"1386","T111201087","川槿皮"
"1387","T111201158","紫硇砂"
"1388","T111201231","草大戟"
"1389","T111201236","苦石莲子"
"1390","T111201290","青娘子"
"1391","T111201425","象皮"
"1392","T111201448","金牛草"
"1393","T111201531","凤仙花"
"1394","T111201613","山羊血"
"1395","T111201641","酒川芎"
"1396","T111201649","蛴螬"
"1397","T111201672","炒水红花子"
"1398","T111201678","炒乳香"
"1399","T111201692","丝瓜络炭"
"1400","T111201893","制紫硇砂"
"1401","T111201894","醋五灵脂"
"1402","T111201935","紫荆皮"
"1403","T111201993","炒没药"
"1404","T111202362","獾油"
"1405","T111202687","煅干漆"
"1406","T111202714","山楂花"
"1407","T111202900","马蛇子"
"1408","T111202915","芍药花"
"1409","T111202955","过山龙"
"1410","T111203092","白酒曲"
"1411","T111203097","牛耳草"
"1412","T111203106","灵脂米"
"1413","T111203115","栗子花"
"1414","T111203116","柳兰"
"1415","T111203118","延胡索粉"
"1416","T111203253","赤瓟子"
"1417","T111203340","白平子"
"1418","T111204208","炒白酒曲"
"1419","T111204550","米丹参"
"1420","T111204552","螃蟹爪"
"1421","T111204553","醋没药粉"
"1422","T111204555","醋乳香粉"
"1423","T111204556","乳香粉"
"1424","T111204557","没药粉"
"1425","T111204563","焦当归"
"1426","T111205216","制水蛭"
"1427","T111205435","桑黄"
"1428","T111205581","螃蟹壳"
"1429","T111205786","马钱子"
"1430","T111205791","制马钱子粉"
"1431","T111207364","鼠妇虫"
"1432","T111301282","白硇砂"
"1433","T111301381","松萝"
